"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10505","test_Home_Page()","","Thu Jan 23 20:11:56 GMT 2025","passed","Thu Jan 23 20:12:06 GMT 2025","","DemoAppUITests","",""
